#{"t_start": 1775412610.25416, "env_id": "None"}
r,l,t,raw_score,sequence_length
86.581406,16,2797.762697,0.8658140767411984,16
111.2238,8,2831.339397,1.1122380388250843,8
119.2401,32,2862.48426,1.1924009934154196,32
0.0,8,2862.538521,0.0,8
105.22247,16,2897.217073,1.05222471004251,16
119.98065,4,2930.468213,1.1998065371246929,4
102.303314,8,2965.870219,1.0230331443439413,8
119.72583,32,2999.146636,1.197258325471543,32
119.91287,16,3032.542751,1.199128687027827,16
92.64882,32,3066.879596,0.9264881785052547,32
77.79053,16,3100.811522,0.7779052809218675,16
103.64511,4,3136.637867,1.0364511389931141,4
96.27657,32,3170.373977,0.9627656939890757,32
88.735695,8,3206.105469,0.8873569743160521,8
86.96744,32,3238.203904,0.8696743759787983,32
115.49982,32,3271.350921,1.1549982061864132,32
119.122345,16,3304.949355,1.191223431407994,16
119.87996,8,3338.888959,1.1987995689424227,8
100.118996,4,3373.684088,1.0011899617023525,4
89.56249,8,3406.537956,0.8956249488160457,8
85.69346,8,3441.284077,0.8569345672168488,8
47.595192,4,3474.098273,0.47595190700504136,4
112.79234,32,3507.351054,1.127923464402649,32
66.222336,4,3541.240361,0.6622233351545931,4
61.261425,4,3573.972871,0.612614248939108,4
83.42221,8,3609.001268,0.8342221385002482,8
71.6867,4,3644.41935,0.7168670103575803,4
119.79371,8,3677.124859,1.1979370969706236,8
99.227615,4,3710.639013,0.9922761673962706,4
74.752525,16,3744.911091,0.7475252820537586,16
89.12645,16,3777.989588,0.8912645091975764,16
110.390526,8,3812.804718,1.1039052203417106,8
61.30786,16,3848.57965,0.6130785987899191,16
60.020306,4,3883.028121,0.6002030730376909,4
2.6154752,32,3918.356818,0.026154752601228,32
115.58655,4,3948.446304,1.1558654516326108,4
68.073944,4,3971.357672,0.6807394638882087,4
106.416214,8,3993.998451,1.064162118765794,8
1.9858522,32,4016.763638,0.019858522265003547,32
64.52553,8,4040.826791,0.645255295232626,8
67.903206,8,4063.280215,0.6790320908098781,8
96.9615,8,4086.325204,0.9696150038447514,8
